Pond,Date,Mean_temp_A,Mean_temp_B,Mean_temp,Dosing
B4,2021/3/17,8.802107073,8.794202639,8.798154856,Pre
B5,2021/3/17,8.736181941,8.793980163,8.765081052,Pre
B6,2021/3/17,14.95070896,15.75352813,15.35211855,Pre
B7,2021/3/17,11.7501242,11.72343462,11.73677941,Pre
B8,2021/3/17,8.97938751,8.97603701,8.97771226,Pre
B9,2021/3/17,12.74565264,12.67919601,12.71242433,Pre
C1,2021/3/17,8.527516753,8.762405576,8.644961165,Pre
C10,2021/3/17,12.74292323,12.7563674,12.74964532,Pre
C11,2021/3/17,15.74027986,15.7400959,15.74018788,Pre
C12,2021/3/17,9.09441841,9.081560875,9.087989643,Pre
C2,2021/3/17,10.74602603,10.74848624,10.74725614,Pre
C3,2021/3/17,12.74955875,12.72123201,12.73539538,Pre
C4,2021/3/17,15.68866983,16.72895177,16.2088108,Pre
C5,2021/3/17,10.72010931,10.75448371,10.73729651,Pre
C6,2021/3/17,8.92407824,8.899244451,8.911661346,Pre
C7,2021/3/17,10.75402728,10.74149731,10.7477623,Pre
C8,2021/3/17,12.7367267,12.75414111,12.74543391,Pre
C9,2021/3/17,9.067420521,9.111756382,9.089588452,Pre
D1,2021/3/17,8.853393906,8.868999344,8.861196625,Pre
D10,2021/3/17,8.715494639,8.790505385,8.753000012,Pre
D11,2021/3/17,12.68252142,12.76497163,12.72374653,Pre
D12,2021/3/17,12.72795694,12.76027938,12.74411816,Pre
D2,2021/3/17,12.74197188,12.70210365,12.72203777,Pre
D3,2021/3/17,14.72071184,14.72994569,14.72532877,Pre
D4,2021/3/17,10.75021691,10.75386691,10.75204191,Pre
D5,2021/3/17,8.832357,8.838369615,8.835363308,Pre
D6,2021/3/17,8.318899222,8.297667941,8.308283582,Pre
D7,2021/3/17,12.72916354,12.74844003,12.73880179,Pre
D8,2021/3/17,9.060201941,9.087913938,9.07405794,Pre
D9,2021/3/17,14.74135479,14.70517448,14.72326464,Pre
E1,2021/3/17,12.7484442,12.73810028,12.74327224,Pre
E10,2021/3/17,10.74132698,10.76179606,10.75156152,Pre
E11,2021/3/17,11.78538156,11.79448785,11.78993471,Pre
E12,2021/3/17,8.85195799,8.936291125,8.894124558,Pre
E2,2021/3/17,15.71478014,15.7348159,15.72479802,Pre
E3,2021/3/17,9.022052142,9.022052142,9.022052142,Pre
E4,2021/3/17,12.7442649,12.75064538,12.74745514,Pre
E5,2021/3/17,11.74613135,11.70603573,11.72608354,Pre
E6,2021/3/17,8.932438438,8.958782976,8.945610707,Pre
E7,2021/3/17,12.69485247,12.74850861,12.72168054,Pre
E8,2021/3/17,8.978481997,9.014522795,8.996502396,Pre
E9,2021/3/17,10.74630078,10.74951892,10.74790985,Pre
F1,2021/3/17,8.657598337,8.69875067,8.678174504,Pre
F10,2021/3/17,14.74872993,13.26087111,14.00480052,Pre
F11,2021/3/17,8.90943559,8.895445184,8.902440387,Pre
F12,2021/3/17,10.74926789,10.67904803,10.71415796,Pre
F2,2021/3/17,11.90434639,12.75526542,12.32980591,Pre
F3,2021/3/17,12.7394258,12.71497264,12.72719922,Pre
F4,2021/3/17,9.059158795,8.974932285,9.01704554,Pre
F5,2021/3/17,8.45372258,8.434067691,8.443895136,Pre
F6,2021/3/17,13.74268,13.67619858,13.70943929,Pre
F7,2021/3/17,16.73257885,16.67049118,16.70153502,Pre
F8,2021/3/17,10.41479334,10.7577293,10.58626132,Pre
F9,2021/3/17,8.90514575,8.859086809,8.88211628,Pre
G1,2021/3/17,10.76630051,10.76631685,10.76630868,Pre
G10,2021/3/17,10.77098844,10.75845147,10.76471996,Pre
G11,2021/3/17,13.64144976,13.74164406,13.69154691,Pre
G12,2021/3/17,12.6951883,12.75060524,12.72289677,Pre
G2,2021/3/17,9.733169,9.759640931,9.746404966,Pre
G3,2021/3/17,10.75991233,10.77359306,10.7667527,Pre
G4,2021/3/17,12.75186198,12.76640493,12.75913346,Pre
G5,2021/3/17,11.75790257,11.74266632,11.75028445,Pre
G6,2021/3/17,8.387832108,8.400130431,8.39398127,Pre
G7,2021/3/17,8.601258507,8.629097174,8.615177841,Pre
G8,2021/3/17,8.628808299,8.644837503,8.636822901,Pre
G9,2021/3/17,12.74238924,12.75916833,12.75077879,Pre
H1,2021/3/17,8.397209059,8.473866997,8.435538028,Pre
H10,2021/3/17,8.698447576,8.731420191,8.714933884,Pre
H11,2021/3/17,12.11419587,12.76307417,12.43863502,Pre
H12,2021/3/17,8.739671938,8.706673274,8.723172606,Pre
H2,2021/3/17,8.307805816,8.303939257,8.305872537,Pre
H3,2021/3/17,16.23066649,16.23066649,16.23066649,Pre
H4,2021/3/17,12.69204615,12.74425059,12.71814837,Pre
H5,2021/3/17,10.75695373,10.63017149,10.69356261,Pre
H6,2021/3/17,8.948649424,8.978586885,8.963618155,Pre
H7,2021/3/17,15.58089542,15.72708323,15.65398933,Pre
H8,2021/3/17,12.7501292,12.72186434,12.73599677,Pre
H9,2021/3/17,9.769943163,9.735975198,9.752959181,Pre
A1,2021/3/18,11.89613938,11.89449938,11.89531938,Pre
A10,2021/3/18,7.831793785,7.765569444,7.798681615,Pre
A11,2021/3/18,11.88785549,11.90206941,11.89496245,Pre
A12,2021/3/18,8.159181861,8.214919844,8.187050853,Pre
A2,2021/3/18,7.679713417,7.694964931,7.687339174,Pre
A3,2021/3/18,12.4789234,12.90488361,12.69190351,Pre
A4,2021/3/18,7.995112375,7.986056528,7.990584452,Pre
A5,2021/3/18,8.855868247,8.922636069,8.889252158,Pre
A6,2021/3/18,11.84108323,11.90214521,11.87161422,Pre
A7,2021/3/18,7.865987941,7.855790278,7.86088911,Pre
A8,2021/3/18,12.86500986,12.90287722,12.88394354,Pre
A9,2021/3/18,9.82041116,9.902802941,9.861607051,Pre
B1,2021/3/18,8.904889979,8.926870128,8.915880054,Pre
B10,2021/3/18,14.60082063,15.89102569,15.24592316,Pre
B11,2021/3/18,9.874470646,9.905019042,9.889744844,Pre
B12,2021/3/18,8.014057132,7.97277567,7.993416401,Pre
B2,2021/3/18,7.668182278,7.62118576,7.644684019,Pre
B3,2021/3/18,13.38909976,13.89743163,13.6432657,Pre
B4,2021/3/18,7.91404233,7.906351726,7.910197028,Pre
B5,2021/3/18,7.818771188,7.87684866,7.847809924,Pre
B6,2021/3/18,14.21689215,14.93194986,14.57442101,Pre
B7,2021/3/18,10.90236115,10.87599383,10.88917749,Pre
B8,2021/3/18,8.074698389,8.071820417,8.073259403,Pre
B9,2021/3/18,11.89763413,11.83459684,11.86611549,Pre
C1,2021/3/18,7.659761872,7.888707389,7.774234631,Pre
C10,2021/3/18,11.90455559,11.92003063,11.91229311,Pre
C11,2021/3/18,14.90428097,14.90181444,14.90304771,Pre
C12,2021/3/18,8.208237007,8.194343715,8.201290361,Pre
C2,2021/3/18,9.900225729,9.900757031,9.90049138,Pre
C3,2021/3/18,11.89862417,11.86990253,11.88426335,Pre
C4,2021/3/18,14.881515,15.88858271,15.38504886,Pre
C5,2021/3/18,9.879105851,9.914138872,9.896622362,Pre
C6,2021/3/18,8.024037566,7.998841049,8.011439308,Pre
C7,2021/3/18,9.912369465,9.89929266,9.905831063,Pre
C8,2021/3/18,11.89513257,11.91232747,11.90373002,Pre
C9,2021/3/18,8.190358153,8.230086122,8.210222138,Pre
D1,2021/3/18,7.952331868,7.969766622,7.961049245,Pre
D10,2021/3/18,7.872757458,7.948391326,7.910574392,Pre
D11,2021/3/18,11.82395406,11.910735,11.86734453,Pre
D12,2021/3/18,11.88048028,11.9127884,11.89663434,Pre
D2,2021/3/18,11.90029566,11.86085733,11.8805765,Pre
D3,2021/3/18,13.88859972,13.89548378,13.89204175,Pre
D4,2021/3/18,9.902039566,9.903045167,9.902542367,Pre
D5,2021/3/18,7.965081094,7.972179198,7.968630146,Pre
D6,2021/3/18,7.452491736,7.431595319,7.442043528,Pre
D7,2021/3/18,11.87902743,11.90050726,11.88976735,Pre
D8,2021/3/18,8.186036986,8.215389378,8.200713182,Pre
D9,2021/3/18,13.9035817,13.86987691,13.88672931,Pre
E1,2021/3/18,11.91360212,11.90184045,11.90772129,Pre
E10,2021/3/18,9.892223778,9.913705948,9.902964863,Pre
E11,2021/3/18,10.90629725,10.9155149,10.91090608,Pre
E12,2021/3/18,7.967980767,8.050813955,8.009397361,Pre
E2,2021/3/18,14.87554851,14.89621097,14.88587974,Pre
E3,2021/3/18,8.116901847,8.116901847,8.116901847,Pre
E4,2021/3/18,11.89494632,11.90434851,11.89964742,Pre
E5,2021/3/18,10.90488561,10.86303651,10.88396106,Pre
E6,2021/3/18,8.081403927,8.104653378,8.093028653,Pre
E7,2021/3/18,11.85511826,11.90677184,11.88094505,Pre
E8,2021/3/18,8.128222694,8.164098056,8.146160375,Pre
E9,2021/3/18,9.897750111,9.903585545,9.900667828,Pre
F1,2021/3/18,7.787637684,7.826730889,7.807184287,Pre
F10,2021/3/18,13.91097302,12.50368649,13.20732976,Pre
F11,2021/3/18,8.062527458,8.04786184,8.055194649,Pre
F12,2021/3/18,9.913491969,9.842506906,9.877999438,Pre
F2,2021/3/18,11.1262539,11.91639351,11.52132371,Pre
F3,2021/3/18,11.90728465,11.88371823,11.89550144,Pre
F4,2021/3/18,8.177071417,8.091217181,8.134144299,Pre
F5,2021/3/18,7.620258326,7.599028253,7.60964329,Pre
F6,2021/3/18,12.90320601,12.83654806,12.86987704,Pre
F7,2021/3/18,15.89017351,15.83116056,15.86066704,Pre
F8,2021/3/18,9.576022809,9.910571045,9.743296927,Pre
F9,2021/3/18,8.072098059,8.026590878,8.049344469,Pre
G1,2021/3/18,9.928791729,9.928636292,9.928714011,Pre
G10,2021/3/18,9.902435569,9.888823288,9.895629429,Pre
G11,2021/3/18,12.79855622,12.89799292,12.84827457,Pre
G12,2021/3/18,11.84901438,11.90456132,11.87678785,Pre
G2,2021/3/18,8.893384698,8.919602924,8.906493811,Pre
G3,2021/3/18,9.906301368,9.916276226,9.911288797,Pre
G4,2021/3/18,11.90155295,11.91517063,11.90836179,Pre
G5,2021/3/18,10.8987471,10.88421142,10.89147926,Pre
G6,2021/3/18,7.550024385,7.562368639,7.556196512,Pre
G7,2021/3/18,7.723077726,7.755916205,7.739496966,Pre
G8,2021/3/18,7.836170399,7.853315003,7.844742701,Pre
G9,2021/3/18,11.88866889,11.89686542,11.89276716,Pre
H1,2021/3/18,7.566472552,7.642067243,7.604269898,Pre
H10,2021/3/18,7.88796684,7.921736486,7.904851663,Pre
H11,2021/3/18,11.34535431,11.90522476,11.62528954,Pre
H12,2021/3/18,7.871378715,7.838687785,7.85503325,Pre
H2,2021/3/18,7.417916288,7.414872389,7.416394339,Pre
H3,2021/3/18,15.37513962,15.37513962,15.37513962,Pre
H4,2021/3/18,11.85990142,11.90931222,11.88460682,Pre
H5,2021/3/18,9.898763177,9.76001608,9.829389629,Pre
H6,2021/3/18,8.084205948,8.113683983,8.098944966,Pre
H7,2021/3/18,14.74654545,14.89487174,14.8207086,Pre
H8,2021/3/18,11.90688778,11.88172469,11.89430624,Pre
H9,2021/3/18,8.911158573,8.876707319,8.893932946,Pre
A1,2021/3/19,13.7085508,13.70392389,13.70623735,Pre
A10,2021/3/19,9.590937149,9.524885059,9.557911104,Pre
A11,2021/3/19,13.72808809,13.74921677,13.73865243,Pre
A12,2021/3/19,9.837251628,9.922271979,9.879761804,Pre
A2,2021/3/19,9.439761097,9.446533438,9.443147268,Pre
A3,2021/3/19,13.94319899,14.71363469,14.32841684,Pre
A4,2021/3/19,9.89450717,9.875794552,9.885150861,Pre
A5,2021/3/19,10.68525304,10.75424482,10.71974893,Pre
A6,2021/3/19,13.65827208,13.71814913,13.68821061,Pre
A7,2021/3/19,9.765993163,9.761750417,9.76387179,Pre
A8,2021/3/19,14.65781639,14.71776365,14.68779002,Pre
A9,2021/3/19,11.66294785,11.74070205,11.70182495,Pre
B1,2021/3/19,10.7325406,10.75286327,10.74270194,Pre
B10,2021/3/19,15.9871683,17.70129597,16.84423214,Pre
B11,2021/3/19,11.70962838,11.73896576,11.72429707,Pre
B12,2021/3/19,9.889903219,9.843503535,9.866703377,Pre
B2,2021/3/19,9.31043967,9.27250809,9.29147388,Pre
B3,2021/3/19,14.9191199,15.70475316,15.31193653,Pre
B4,2021/3/19,9.742540851,9.735146056,9.738843454,Pre
B5,2021/3/19,9.375948115,9.436308323,9.406128219,Pre
B6,2021/3/19,15.62102729,16.72047531,16.1707513,Pre
B7,2021/3/19,12.74722191,12.71934569,12.7332838,Pre
B8,2021/3/19,9.95169374,9.941516,9.94660487,Pre
B9,2021/3/19,13.71840948,13.64316347,13.68078648,Pre
C1,2021/3/19,9.311101014,9.555805493,9.433453254,Pre
C10,2021/3/19,13.71280122,13.72532892,13.71906507,Pre
C11,2021/3/19,16.70249451,16.70767688,16.7050857,Pre
C12,2021/3/19,9.953905219,9.939691823,9.946798521,Pre
C2,2021/3/19,11.72334337,11.72981858,11.72658098,Pre
C3,2021/3/19,13.71368944,13.68510573,13.69939759,Pre
C4,2021/3/19,16.22360021,17.69719483,16.96039752,Pre
C5,2021/3/19,11.71000888,11.74449278,11.72725083,Pre
C6,2021/3/19,9.641726274,9.616590563,9.629158419,Pre
C7,2021/3/19,11.73433719,11.71046542,11.72240131,Pre
C8,2021/3/19,13.72030191,13.73799802,13.72914997,Pre
C9,2021/3/19,9.930215885,9.985489611,9.957852748,Pre
D1,2021/3/19,9.583532184,9.600366847,9.591949516,Pre
D10,2021/3/19,9.713418969,9.796358115,9.754888542,Pre
D11,2021/3/19,13.70931042,13.78676969,13.74804006,Pre
D12,2021/3/19,13.69317128,13.72724882,13.71021005,Pre
D2,2021/3/19,13.71348778,13.67428438,13.69388608,Pre
D3,2021/3/19,15.68499458,15.67190139,15.67844799,Pre
D4,2021/3/19,11.7279237,11.7374643,11.732694,Pre
D5,2021/3/19,9.579229795,9.58539741,9.582313603,Pre
D6,2021/3/19,9.033693382,9.020508236,9.027100809,Pre
D7,2021/3/19,13.71181517,13.7281626,13.71998889,Pre
D8,2021/3/19,9.868814049,9.900116042,9.884465046,Pre
D9,2021/3/19,15.71404455,15.67273097,15.69338776,Pre
E1,2021/3/19,13.71917604,13.70941934,13.71429769,Pre
E10,2021/3/19,11.73072504,11.74399378,11.73735941,Pre
E11,2021/3/19,12.74232601,12.75206639,12.7471962,Pre
E12,2021/3/19,9.642204847,9.730781115,9.686492981,Pre
E2,2021/3/19,16.67382003,16.69337299,16.68359651,Pre
E3,2021/3/19,9.559943944,9.559943944,9.559943944,Pre
E4,2021/3/19,13.71394267,13.71586771,13.71490519,Pre
E5,2021/3/19,12.73054917,12.69227417,12.71141167,Pre
E6,2021/3/19,9.704093934,9.736106097,9.720100016,Pre
E7,2021/3/19,13.65653274,13.71582438,13.68617856,Pre
E8,2021/3/19,9.811473622,9.852017326,9.831745474,Pre
E9,2021/3/19,11.7307059,11.73166253,11.73118422,Pre
F1,2021/3/19,9.544707486,9.598361344,9.571534415,Pre
F10,2021/3/19,15.72501858,13.89728826,14.81115342,Pre
F11,2021/3/19,10.01816532,10.00774248,10.0129539,Pre
F12,2021/3/19,11.74375712,11.67569011,11.70972362,Pre
F2,2021/3/19,12.79571236,13.74441285,13.27006261,Pre
F3,2021/3/19,13.71365372,13.68664212,13.70014792,Pre
F4,2021/3/19,9.813835892,9.729790844,9.771813368,Pre
F5,2021/3/19,9.283937313,9.264120653,9.274028983,Pre
F6,2021/3/19,14.71804705,14.65524646,14.68664676,Pre
F7,2021/3/19,17.69386139,17.64005333,17.66695736,Pre
F8,2021/3/19,11.40034851,11.7410776,11.57071306,Pre
F9,2021/3/19,9.659554667,9.614654986,9.637104827,Pre
G1,2021/3/19,11.73557434,11.73987333,11.73772384,Pre
G10,2021/3/19,11.77760045,11.77297115,11.7752858,Pre
G11,2021/3/19,14.61250003,14.71422639,14.66336321,Pre
G12,2021/3/19,13.70032104,13.75370858,13.72701481,Pre
G2,2021/3/19,10.71291574,10.74405939,10.72848757,Pre
G3,2021/3/19,11.72115288,11.73969375,11.73042332,Pre
G4,2021/3/19,13.72363552,13.7437667,13.73370111,Pre
G5,2021/3/19,12.72629063,12.70297125,12.71463094,Pre
G6,2021/3/19,9.11695059,9.124193132,9.120571861,Pre
G7,2021/3/19,9.466846903,9.511682319,9.489264611,Pre
G8,2021/3/19,9.528563181,9.544381344,9.536472263,Pre
G9,2021/3/19,13.7041117,13.71842361,13.71126766,Pre
H1,2021/3/19,9.333442684,9.41542633,9.374434507,Pre
H10,2021/3/19,9.692771479,9.732382378,9.712576929,Pre
H11,2021/3/19,12.47028066,13.71856955,13.09442511,Pre
H12,2021/3/19,9.57209734,9.535432188,9.553764764,Pre
H2,2021/3/19,8.94881601,8.936961295,8.942888653,Pre
H3,2021/3/19,17.31360691,17.31360691,17.31360691,Pre
H4,2021/3/19,13.65932851,13.72573399,13.69253125,Pre
H5,2021/3/19,11.73756938,11.44613568,11.59185253,Pre
H6,2021/3/19,9.579353278,9.614135785,9.596744532,Pre
H7,2021/3/19,16.37306535,16.67860517,16.52583526,Pre
H8,2021/3/19,13.71588257,13.69473309,13.70530783,Pre
H9,2021/3/19,10.73473325,10.69914522,10.71693924,Pre
A1,2021/3/20,12.65648132,12.65519212,12.65583672,Pre
A10,2021/3/20,8.772242146,8.706735642,8.739488894,Pre
A11,2021/3/20,12.65485844,12.66893097,12.66189471,Pre
A12,2021/3/20,9.154057069,9.208131149,9.181094109,Pre
A2,2021/3/20,8.365227399,8.381011524,8.373119462,Pre
A3,2021/3/20,13.2190874,13.66149056,13.44028898,Pre
A4,2021/3/20,8.775254285,8.767339899,8.771297092,Pre
A5,2021/3/20,9.624067948,9.689973715,9.657020832,Pre
A6,2021/3/20,12.60339858,12.66542622,12.6344124,Pre
A7,2021/3/20,8.681987448,8.671731708,8.676859578,Pre
A8,2021/3/20,13.62609056,13.66222705,13.64415881,Pre
A9,2021/3/20,10.57681895,10.65963079,10.61822487,Pre
B1,2021/3/20,9.665813014,9.686548528,9.676180771,Pre
B10,2021/3/20,15.37635681,16.64859375,16.01247528,Pre
B11,2021/3/20,10.6314202,10.66251775,10.64696898,Pre
B12,2021/3/20,8.915769875,8.875566056,8.895667966,Pre
B2,2021/3/20,8.447087267,8.399376201,8.423231734,Pre
B3,2021/3/20,14.13819594,14.65640045,14.3972982,Pre
B4,2021/3/20,8.686395649,8.678256365,8.682326007,Pre
B5,2021/3/20,8.600580774,8.658242941,8.629411858,Pre
B6,2021/3/20,14.96351587,15.69496868,15.32924228,Pre
B7,2021/3/20,11.67122222,11.64544868,11.65833545,Pre
B8,2021/3/20,8.913811,8.910485028,8.912148014,Pre
B9,2021/3/20,12.65425948,12.59145462,12.62285705,Pre
C1,2021/3/20,8.418588531,8.65168001,8.535134271,Pre
C10,2021/3/20,12.65710653,12.67073802,12.66392228,Pre
C11,2021/3/20,15.66143597,15.65952319,15.66047958,Pre
C12,2021/3/20,9.075245042,9.06186851,9.068556776,Pre
C2,2021/3/20,10.66246756,10.66522151,10.66384454,Pre
C3,2021/3/20,12.65771201,12.62916986,12.64344094,Pre
C4,2021/3/20,15.59809552,16.65026149,16.12417851,Pre
C5,2021/3/20,10.63576118,10.67048647,10.65312383,Pre
C6,2021/3/20,8.80657826,8.781642997,8.794110629,Pre
C7,2021/3/20,10.67044176,10.65572922,10.66308549,Pre
C8,2021/3/20,12.65374319,12.67048788,12.66211554,Pre
C9,2021/3/20,9.003333903,9.041205938,9.022269921,Pre
D1,2021/3/20,8.749324972,8.76826859,8.758796781,Pre
D10,2021/3/20,8.629177986,8.702785208,8.665981597,Pre
D11,2021/3/20,12.58807809,12.67526104,12.63166957,Pre
D12,2021/3/20,12.63769483,12.66951292,12.65360388,Pre
D2,2021/3/20,12.6586849,12.62002875,12.63935683,Pre
D3,2021/3/20,14.64917569,14.65542521,14.65230045,Pre
D4,2021/3/20,10.65640995,10.65797069,10.65719032,Pre
D5,2021/3/20,8.722656125,8.729740451,8.726198288,Pre
D6,2021/3/20,8.09592859,8.073979497,8.084954044,Pre
D7,2021/3/20,12.63859125,12.66076792,12.64967959,Pre
D8,2021/3/20,8.929872906,8.958497684,8.944185295,Pre
D9,2021/3/20,14.65828017,14.62637917,14.64232967,Pre
E1,2021/3/20,12.66718052,12.65447872,12.66082962,Pre
E10,2021/3/20,10.64679218,10.66937213,10.65808216,Pre
E11,2021/3/20,11.66987226,11.67963722,11.67475474,Pre
E12,2021/3/20,8.760712278,8.843299479,8.802005879,Pre
E2,2021/3/20,15.63281233,15.65443722,15.64362478,Pre
E3,2021/3/20,8.808622316,8.808622316,8.808622316,Pre
E4,2021/3/20,12.65164851,12.66040618,12.65602735,Pre
E5,2021/3/20,11.66410378,11.62289566,11.64349972,Pre
E6,2021/3/20,8.849453795,8.872757076,8.861105436,Pre
E7,2021/3/20,12.61241903,12.66361274,12.63801589,Pre
E8,2021/3/20,8.877538774,8.914243767,8.895891271,Pre
E9,2021/3/20,10.66382964,10.66962524,10.66672744,Pre
F1,2021/3/20,8.500214538,8.537845948,8.519030243,Pre
F10,2021/3/20,14.66861201,13.19359545,13.93110373,Pre
F11,2021/3/20,8.802016198,8.786461844,8.794239021,Pre
F12,2021/3/20,10.66632613,10.59607403,10.63120008,Pre
F2,2021/3/20,11.83292556,12.66780597,12.25036577,Pre
F3,2021/3/20,12.66568993,12.64308108,12.65438551,Pre
F4,2021/3/20,8.900229076,8.814449455,8.857339266,Pre
F5,2021/3/20,8.201615014,8.181528361,8.191571688,Pre
F6,2021/3/20,13.65936934,13.59886392,13.62911663,Pre
F7,2021/3/20,16.64991399,16.59125347,16.62058373,Pre
F8,2021/3/20,10.32820041,10.67548549,10.50184295,Pre
F9,2021/3/20,8.824447295,8.778464514,8.801455905,Pre
G1,2021/3/20,10.67971693,10.68030269,10.68000981,Pre
G10,2021/3/20,10.6739737,10.66066829,10.667321,Pre
G11,2021/3/20,13.55487347,13.65494066,13.60490707,Pre
G12,2021/3/20,12.60753528,12.66248278,12.63500903,Pre
G2,2021/3/20,9.652665667,9.678656309,9.665660988,Pre
G3,2021/3/20,10.66388253,10.67074542,10.66731398,Pre
G4,2021/3/20,12.66323913,12.67556993,12.66940453,Pre
G5,2021/3/20,11.65656361,11.6399742,11.64826891,Pre
G6,2021/3/20,8.229249174,8.242358281,8.235803728,Pre
G7,2021/3/20,8.519601458,8.550079552,8.534840505,Pre
G8,2021/3/20,8.52273491,8.539249372,8.530992141,Pre
G9,2021/3/20,12.64155125,12.65164809,12.64659967,Pre
H1,2021/3/20,8.218257215,8.294324441,8.256290828,Pre
H10,2021/3/20,8.616000604,8.648135299,8.632067952,Pre
H11,2021/3/20,12.08879125,12.67144486,12.38011806,Pre
H12,2021/3/20,8.654000163,8.622542878,8.638271521,Pre
H2,2021/3/20,8.014342948,8.01235059,8.013346769,Pre
H3,2021/3/20,16.2351142,16.2351142,16.2351142,Pre
H4,2021/3/20,12.61481514,12.66384698,12.63933106,Pre
H5,2021/3/20,10.66575808,10.54481353,10.60528581,Pre
H6,2021/3/20,8.727613118,8.75635116,8.741982139,Pre
H7,2021/3/20,15.52676573,15.67293531,15.59985052,Pre
H8,2021/3/20,12.66525073,12.63950142,12.65237608,Pre
H9,2021/3/20,9.667276118,9.633940823,9.650608471,Pre
A1,2021/3/21,13.37804903,13.37551319,13.37678111,Pre
A10,2021/3/21,9.375866347,9.309643156,9.342754752,Pre
A11,2021/3/21,13.37913688,13.39576014,13.38744851,Pre
A12,2021/3/21,9.518739292,9.585989125,9.552364209,Pre
A2,2021/3/21,9.153475389,9.165560781,9.159518085,Pre
A3,2021/3/21,13.78135903,14.38221507,14.08178705,Pre
A4,2021/3/21,9.509818583,9.494427694,9.502123139,Pre
A5,2021/3/21,10.34900961,10.41701887,10.38301424,Pre
A6,2021/3/21,13.32006017,13.38136545,13.35071281,Pre
A7,2021/3/21,9.402759295,9.396443889,9.399601592,Pre
A8,2021/3/21,14.33699649,14.38703354,14.36201502,Pre
A9,2021/3/21,11.31125736,11.3929178,11.35208758,Pre
B1,2021/3/21,10.38830598,10.40556925,10.39693762,Pre
B10,2021/3/21,15.87198465,17.36782309,16.61990387,Pre
B11,2021/3/21,11.35926788,11.38993983,11.37460386,Pre
B12,2021/3/21,9.494798781,9.450286142,9.472542462,Pre
B2,2021/3/21,9.090469059,9.047234764,9.068851912,Pre
B3,2021/3/21,14.70274514,15.37546792,15.03910653,Pre
B4,2021/3/21,9.396692601,9.389277698,9.39298515,Pre
B5,2021/3/21,9.179322153,9.237830469,9.208576311,Pre
B6,2021/3/21,15.48500292,16.39588847,15.9404457,Pre
B7,2021/3/21,12.39922875,12.37183854,12.38553365,Pre
B8,2021/3/21,9.576464625,9.568925649,9.572695137,Pre
B9,2021/3/21,13.38037583,13.31071861,13.34554722,Pre
C1,2021/3/21,9.060390615,9.298120417,9.179255516,Pre
C10,2021/3/21,13.38549587,13.39977448,13.39263518,Pre
C11,2021/3/21,16.38128875,16.38220347,16.38174611,Pre
C12,2021/3/21,9.605732267,9.592455722,9.599093995,Pre
C2,2021/3/21,11.37856202,11.38650531,11.38253367,Pre
C3,2021/3/21,13.3803699,13.35100389,13.3656869,Pre
C4,2021/3/21,16.09007976,17.36708608,16.72858292,Pre
C5,2021/3/21,11.36556587,11.39998111,11.38277349,Pre
C6,2021/3/21,9.385531104,9.359835788,9.372683446,Pre
C7,2021/3/21,11.39673293,11.37490718,11.38582006,Pre
C8,2021/3/21,13.37681872,13.39324809,13.38503341,Pre
C9,2021/3/21,9.602533913,9.648606681,9.625570297,Pre
D1,2021/3/21,9.332052997,9.350906656,9.341479827,Pre
D10,2021/3/21,9.374127639,9.452287747,9.413207693,Pre
D11,2021/3/21,13.34311997,13.42543632,13.38427815,Pre
D12,2021/3/21,13.35851639,13.39190431,13.37521035,Pre
D2,2021/3/21,13.37985809,13.33993576,13.35989693,Pre
D3,2021/3/21,15.37272212,15.36756444,15.37014328,Pre
D4,2021/3/21,11.38841708,11.39617781,11.39229745,Pre
D5,2021/3/21,9.313672128,9.319970462,9.316821295,Pre
D6,2021/3/21,8.826726979,8.809315844,8.818021412,Pre
D7,2021/3/21,13.36603715,13.38339052,13.37471384,Pre
D8,2021/3/21,9.545863892,9.574680865,9.560272379,Pre
D9,2021/3/21,15.38017111,15.34329722,15.36173417,Pre
E1,2021/3/21,13.39197264,13.37995594,13.38596429,Pre
E10,2021/3/21,11.38053611,11.39861674,11.38957643,Pre
E11,2021/3/21,12.40973618,12.41877306,12.41425462,Pre
E12,2021/3/21,9.324327958,9.401696399,9.363012179,Pre
E2,2021/3/21,16.34979941,16.37037837,16.36008889,Pre
E3,2021/3/21,9.230970979,9.230970979,9.230970979,Pre
E4,2021/3/21,13.38038125,13.38578736,13.38308431,Pre
E5,2021/3/21,12.39201181,12.35325816,12.37263499,Pre
E6,2021/3/21,9.424320087,9.451740128,9.438030108,Pre
E7,2021/3/21,13.32899201,13.38558063,13.35728632,Pre
E8,2021/3/21,9.516488087,9.554697285,9.535592686,Pre
E9,2021/3/21,11.38465419,11.38679109,11.38572264,Pre
F1,2021/3/21,9.227996573,9.273200035,9.250598304,Pre
F10,2021/3/21,15.38969163,13.77283802,14.58126483,Pre
F11,2021/3/21,9.601463865,9.589099785,9.595281825,Pre
F12,2021/3/21,11.3913979,11.32007406,11.35573598,Pre
F2,2021/3/21,12.53495132,13.39560413,12.96527773,Pre
F3,2021/3/21,13.38287142,13.35825125,13.37056134,Pre
F4,2021/3/21,9.510633472,9.426603851,9.468618662,Pre
F5,2021/3/21,9.024855403,9.004035038,9.014445221,Pre
F6,2021/3/21,14.38104462,14.31635944,14.34870203,Pre
F7,2021/3/21,17.36836208,17.31242365,17.34039287,Pre
